ARG_hit_id	genome_id	genome_set	is_rep99	genus	species	source_type	ARG_gene	ARG_class
ARGH_003364	LABG_024833	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	tet(L)	tetracycline
ARGH_003365	LABG_024833	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	tet(M)	tetracycline
ARGH_003366	LABG_024833	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	tet(W)	tetracycline
ARGH_003367	LABG_024833	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	ugd	peptide
ARGH_003368	LABG_024833	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	vatE	MLS
ARGH_003369	LABG_024834	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside
ARGH_003370	LABG_024834	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	APH(2'')-If	aminoglycoside
ARGH_003371	LABG_024834	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(L)	tetracycline
ARGH_003372	LABG_024834	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(M)	tetracycline
ARGH_003373	LABG_024834	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ugd	peptide
ARGH_003374	LABG_024835	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	vatE	MLS
ARGH_003375	LABG_024836	MQ	no	Lactobacillus	Lactobacillus gallinarum	animal	catA8	phenicol
ARGH_003376	LABG_024837	MQ	no	Lactobacillus	Lactobacillus johnsonii	animal	ErmT	MLS
ARGH_003377	LABG_024838	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(L)	tetracycline
ARGH_003378	LABG_024838	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(M)	tetracycline
ARGH_003379	LABG_024839	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside
ARGH_003380	LABG_024840	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ANT(6)-Ia	aminoglycoside
ARGH_003381	LABG_024840	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	dfrG	trimethoprim
ARGH_003382	LABG_024840	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmB	MLS
ARGH_003383	LABG_024840	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuB	MLS
ARGH_003384	LABG_024840	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lsaE	multidrug
ARGH_003385	LABG_024841	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside
ARGH_003386	LABG_024841	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	APH(2'')-If	aminoglycoside
ARGH_003387	LABG_024841	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(L)	tetracycline
ARGH_003388	LABG_024842	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside
ARGH_003389	LABG_024842	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	APH(2'')-If	aminoglycoside
ARGH_003390	LABG_024842	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(L)	tetracycline
ARGH_003391	LABG_024842	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	tet(M)	tetracycline
ARGH_003392	LABG_024843	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(M)	tetracycline
ARGH_003393	LABG_024844	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	fexB	phenicol
ARGH_003394	LABG_024844	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	poxtA	multidrug
ARGH_003395	LABG_024845	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(39)	tetracycline
ARGH_003396	LABG_024846	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	fexB	phenicol
ARGH_003397	LABG_024846	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	poxtA	multidrug
ARGH_003398	LABG_024847	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	ErmG	MLS
ARGH_003399	LABG_024847	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	fexA	phenicol
ARGH_003400	LABG_024847	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	SAT-4	aminoglycoside
ARGH_003401	LABG_024847	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	vatE	MLS
ARGH_003402	LABG_024850	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003403	LABG_024852	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003404	LABG_024852	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmF	MLS
ARGH_003405	LABG_024852	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(X)	tetracycline
ARGH_003406	LABG_024853	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(L)	tetracycline
ARGH_003407	LABG_024854	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	tet(39)	tetracycline
ARGH_003408	LABG_024859	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	fexA	phenicol
ARGH_003409	LABG_024859	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	vatE	MLS
ARGH_003410	LABG_024860	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	CfxA2	beta-lactam
ARGH_003411	LABG_024860	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_003412	LABG_024861	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003413	LABG_024861	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	fexA	phenicol
ARGH_003414	LABG_024861	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	Streptococcus suis chloramphenicol acetyltransferase	phenicol
ARGH_003415	LABG_024862	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	APH(3')-IIIa	aminoglycoside
ARGH_003416	LABG_024863	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	fexA	phenicol
ARGH_003417	LABG_024864	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003418	LABG_024864	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003419	LABG_024864	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003420	LABG_024865	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003421	LABG_024866	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	Erm(52)	MLS
ARGH_003422	LABG_024866	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003423	LABG_024866	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003424	LABG_024866	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(B)	tetracycline
ARGH_003425	LABG_024866	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tetR	tetracycline
ARGH_003426	LABG_024867	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003427	LABG_024867	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003428	LABG_024868	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	Erm(52)	MLS
ARGH_003429	LABG_024868	Rep99	yes	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003430	LABG_024869	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(32)	tetracycline
ARGH_003431	LABG_024869	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	tet(M)	tetracycline
ARGH_003432	LABG_024870	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	APH(3')-IIIa	aminoglycoside
ARGH_003433	LABG_024870	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003434	LABG_024870	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003435	LABG_024871	MQ	no	Lactobacillus	Lactobacillus johnsonii	animal	Erm(52)	MLS
ARGH_003436	LABG_024873	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	aad(6)	aminoglycoside
ARGH_003437	LABG_024873	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmB	MLS
ARGH_003438	LABG_024873	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	tet(44)	tetracycline
ARGH_003439	LABG_024874	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003440	LABG_024875	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	Erm(52)	MLS
ARGH_003441	LABG_024875	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003442	LABG_024875	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003443	LABG_024877	Rep99	yes	Lactobacillus	Lactobacillus sp946579245	animal	lnuA	MLS
ARGH_003444	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	aad(6)	aminoglycoside
ARGH_003445	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	APH(3')-IIIa	aminoglycoside
ARGH_003446	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmB	MLS
ARGH_003447	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmG	MLS
ARGH_003448	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003449	LABG_024878	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	SAT-4	aminoglycoside
ARGH_003450	LABG_024879	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	aad(6)	aminoglycoside
ARGH_003451	LABG_024879	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	Erm(52)	MLS
ARGH_003452	LABG_024879	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	SAT-4	aminoglycoside
ARGH_003453	LABG_024880	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuA	MLS
ARGH_003454	LABG_024880	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	lnuC	MLS
ARGH_003455	LABG_024880	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003456	LABG_024881	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmG	MLS
ARGH_003457	LABG_024881	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003458	LABG_024881	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	vatE	MLS
ARGH_003459	LABG_024882	MQ	no	Lactobacillus	Lactobacillus crispatus	animal	ErmT	MLS
ARGH_003460	LABG_024883	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(O)	tetracycline
ARGH_003461	LABG_024885	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmG	MLS
ARGH_003462	LABG_024885	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	poxtA	multidrug
ARGH_003463	LABG_024886	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003464	LABG_024887	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	lnuA	MLS
ARGH_003465	LABG_024888	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003466	LABG_024888	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003467	LABG_024889	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(B)	tetracycline
ARGH_003468	LABG_024889	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tetR	tetracycline
ARGH_003469	LABG_024891	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmF	MLS
ARGH_003470	LABG_024891	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003471	LABG_024891	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(X1)	tetracycline
ARGH_003472	LABG_024893	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	ErmA	MLS
ARGH_003473	LABG_024893	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	lnuA	MLS
ARGH_003474	LABG_024895	Rep99	yes	Ligilactobacillus	Ligilactobacillus salivarius	animal	tetB(P)	tetracycline
ARGH_003475	LABG_024897	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003476	LABG_024897	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003477	LABG_024897	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(Q)	tetracycline
ARGH_003478	LABG_024898	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	aadS	aminoglycoside
ARGH_003479	LABG_024898	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	lnuA	MLS
ARGH_003480	LABG_024900	MQ	no	Ligilactobacillus	Ligilactobacillus salivarius	animal	lnuC	MLS
ARGH_003481	LABG_024901	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	cfrE	multidrug
ARGH_003482	LABG_024901	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	Mef(En2)	MLS
ARGH_003483	LABG_024903	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmF	MLS
ARGH_003484	LABG_024903	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003485	LABG_024905	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	ErmB	MLS
ARGH_003486	LABG_024905	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	tet(L)	tetracycline
ARGH_003487	LABG_024906	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	aad(6)	aminoglycoside
ARGH_003488	LABG_024906	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	SAT-4	aminoglycoside
ARGH_003489	LABG_024911	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmF	MLS
ARGH_003490	LABG_024911	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	lnuC	MLS
ARGH_003491	LABG_024912	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003492	LABG_024912	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(Q)	tetracycline
ARGH_003493	LABG_024913	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	ErmB	MLS
ARGH_003494	LABG_024913	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	tet(L)	tetracycline
ARGH_003495	LABG_024914	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003496	LABG_024914	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W)	tetracycline
ARGH_003497	LABG_024915	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	tet(B)	tetracycline
ARGH_003498	LABG_024915	MQ	no	Limosilactobacillus	Limosilactobacillus vaginalis	animal	tetR	tetracycline
ARGH_003499	LABG_024916	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	ErmG	MLS
ARGH_003500	LABG_024916	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	lnuA	MLS
ARGH_003501	LABG_024917	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	aad(6)	aminoglycoside
ARGH_003502	LABG_024917	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	cfr(B)	multidrug
ARGH_003503	LABG_024917	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003504	LABG_024917	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003505	LABG_024917	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	SAT-4	aminoglycoside
ARGH_003506	LABG_024918	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	lnuA	MLS
ARGH_003507	LABG_024919	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	SAT-4	aminoglycoside
ARGH_003508	LABG_024920	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmG	MLS
ARGH_003509	LABG_024921	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ANT(6)-Ia	aminoglycoside
ARGH_003510	LABG_024922	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	aad(6)	aminoglycoside
ARGH_003511	LABG_024922	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	APH(3')-IIIa	aminoglycoside
ARGH_003512	LABG_024922	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	lnuC	MLS
ARGH_003513	LABG_024922	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	lnuC	MLS
ARGH_003514	LABG_024922	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	SAT-4	aminoglycoside
ARGH_003515	LABG_024924	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmB	MLS
ARGH_003516	LABG_024925	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	AAC(6')-Im	aminoglycoside
ARGH_003517	LABG_024925	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	APH(2'')-IIa	aminoglycoside
ARGH_003518	LABG_024926	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	ErmB	MLS
ARGH_003519	LABG_024927	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmB	MLS
ARGH_003520	LABG_024927	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmG	MLS
ARGH_003521	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	Escherichia coli emrE	MLS
ARGH_003522	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003523	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	qacL	disinfecting agents and antiseptics
ARGH_003524	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	sul3	sulfonamide
ARGH_003525	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(B)	tetracycline
ARGH_003526	LABG_024928	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tetR	tetracycline
ARGH_003527	LABG_024930	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	lnuA	MLS
ARGH_003528	LABG_024930	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	tet(44)	tetracycline
ARGH_003529	LABG_024930	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	tet(L)	tetracycline
ARGH_003530	LABG_024932	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmA	MLS
ARGH_003531	LABG_024933	MQ	no	Limosilactobacillus	Limosilactobacillus sp011958095	animal	tet(B)	tetracycline
ARGH_003532	LABG_024933	MQ	no	Limosilactobacillus	Limosilactobacillus sp011958095	animal	tetR	tetracycline
ARGH_003533	LABG_024935	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	ANT(6)-Ib	aminoglycoside
ARGH_003534	LABG_024935	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	CfxA6	beta-lactam
ARGH_003535	LABG_024935	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	tet(44)	tetracycline
ARGH_003536	LABG_024936	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003537	LABG_024937	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	ErmB	MLS
ARGH_003538	LABG_024937	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	ErmG	MLS
ARGH_003539	LABG_024937	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	tet(44)	tetracycline
ARGH_003540	LABG_024939	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ROB-1	beta-lactam
ARGH_003541	LABG_024940	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tet(B)	tetracycline
ARGH_003542	LABG_024940	Rep99	yes	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	tetR	tetracycline
ARGH_003543	LABG_024941	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003544	LABG_024941	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003545	LABG_024943	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	ErmB	MLS
ARGH_003546	LABG_024948	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	ErmF	MLS
ARGH_003547	LABG_024948	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	tet(X)	tetracycline
ARGH_003548	LABG_024948	MQ	no	Lactobacillus	Lactobacillus sp910589675	animal	tet(X1)	tetracycline
ARGH_003549	LABG_024949	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003550	LABG_024950	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	aad(6)	aminoglycoside
ARGH_003551	LABG_024950	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	APH(3')-IIIa	aminoglycoside
ARGH_003552	LABG_024950	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	CfxA6	beta-lactam
ARGH_003553	LABG_024950	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003554	LABG_024950	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	SAT-4	aminoglycoside
ARGH_003555	LABG_024951	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ANT(6)-Ia	aminoglycoside
ARGH_003556	LABG_024951	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003557	LABG_024951	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuB	MLS
ARGH_003558	LABG_024951	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lsaE	multidrug
ARGH_003559	LABG_024952	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmF	MLS
ARGH_003560	LABG_024952	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003561	LABG_024953	MQ	no	Limosilactobacillus	Limosilactobacillus mucosae	animal	ACI-1	beta-lactam
ARGH_003562	LABG_024954	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	ErmB	MLS
ARGH_003563	LABG_024954	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	lnuA	MLS
ARGH_003564	LABG_024954	MQ	no	Lactobacillus	Lactobacillus sp945980025	animal	tet(Q)	tetracycline
ARGH_003565	LABG_024955	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	CfxA6	beta-lactam
ARGH_003566	LABG_024956	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ANT(6)-Ib	aminoglycoside
ARGH_003567	LABG_024956	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	CfxA6	beta-lactam
ARGH_003568	LABG_024956	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(44)	tetracycline
ARGH_003569	LABG_024958	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	lnuC	MLS
ARGH_003570	LABG_024958	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	poxtA	multidrug
ARGH_003571	LABG_024959	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	ErmT	MLS
ARGH_003572	LABG_024961	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	cfrE	multidrug
ARGH_003573	LABG_024962	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	ErmA	MLS
ARGH_003574	LABG_024962	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	ErmF	MLS
ARGH_003575	LABG_024962	MQ	no	Limosilactobacillus	Limosilactobacillus reuteri	animal	fexA	phenicol
ARGH_003576	LABG_024969	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	Enterococcus faecium chloramphenicol acetyltransferase	phenicol
ARGH_003577	LABG_024969	Rep99	yes	Lactobacillus	Lactobacillus sp910589675	animal	fexB	phenicol
ARGH_003578	LABG_024973	MQ	no	Ligilactobacillus	Ligilactobacillus ruminis	animal	ErmT	MLS
ARGH_003579	LABG_024975	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003580	LABG_024975	Rep99	yes	Lactobacillus	Lactobacillus amylovorus	animal	tet(W/N/W)	tetracycline
ARGH_003581	LABG_024976	Rep99	yes	Lactobacillus	Lactobacillus sp945980025	animal	lnuC	MLS
ARGH_003582	LABG_024977	Rep99	yes	Limosilactobacillus	Limosilactobacillus mucosae	animal	Mef(En2)	MLS
ARGH_003583	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	aadS	aminoglycoside
ARGH_003584	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ANT(9)-Ia	aminoglycoside
ARGH_003585	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003586	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	LnuH	MLS
ARGH_003587	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(36)	tetracycline
ARGH_003588	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(H)	tetracycline
ARGH_003589	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(Q)	tetracycline
ARGH_003590	LABG_024978	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(T)	tetracycline
ARGH_003591	LABG_024979	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(W/N/W)	tetracycline
ARGH_003592	LABG_024980	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(H)	tetracycline
ARGH_003593	LABG_024981	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003594	LABG_024981	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(36)	tetracycline
ARGH_003595	LABG_024981	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(O)	tetracycline
ARGH_003596	LABG_024982	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ANT(6)-Ib	aminoglycoside
ARGH_003597	LABG_024982	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003598	LABG_024982	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuA	MLS
ARGH_003599	LABG_024982	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003600	LABG_024982	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(Q)	tetracycline
ARGH_003601	LABG_024983	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003602	LABG_024983	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuC	MLS
ARGH_003603	LABG_024983	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(36)	tetracycline
ARGH_003604	LABG_024984	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	tet(H)	tetracycline
ARGH_003605	LABG_024985	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	ErmB	MLS
ARGH_003606	LABG_024985	MQ	no	Lactobacillus	Lactobacillus amylovorus	animal	lnuB	MLS
