genome_id	genome_set	genus	species	source_type	ARG_positive	ARG_hit_count	ARG_gene_count	ARG_class_count
LABG_020564	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal	no	0	0	0
LABG_020565	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020566	Rep99	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020567	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	yes	2	2	1
LABG_020568	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020569	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020570	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020571	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020572	Rep99	Ligilactobacillus	Ligilactobacillus pabuli	animal	no	0	0	0
LABG_020573	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020574	MQ	Limosilactobacillus	Limosilactobacillus merdipullorum	animal	no	0	0	0
LABG_020575	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020576	Rep99	Ligilactobacillus	Ligilactobacillus faecavium	animal	no	0	0	0
LABG_020577	Rep99	Levilactobacillus	Levilactobacillus brevis	animal	no	0	0	0
LABG_020578	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020579	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020580	Rep99	Lactobacillus	Lactobacillus gallinarum	animal	yes	4	4	2
LABG_020581	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020582	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020583	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020584	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020585	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020586	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020587	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020588	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	yes	1	1	1
LABG_020589	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020590	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	3	3	3
LABG_020591	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020592	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020593	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020594	Rep99	Lactobacillus	Lactobacillus gallinarum	animal	no	0	0	0
LABG_020595	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	2	2	2
LABG_020596	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020597	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	yes	3	3	2
LABG_020598	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020599	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020600	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	yes	1	1	1
LABG_020601	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020602	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020603	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020604	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020605	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020606	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	yes	1	1	1
LABG_020607	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020608	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020609	Rep99	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020610	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020611	MQ	Lactiplantibacillus	Lactiplantibacillus plantarum	animal	no	0	0	0
LABG_020612	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020613	MQ	Limosilactobacillus	Limosilactobacillus faecipullorum	animal	no	0	0	0
LABG_020614	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020615	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020616	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020617	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020618	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020619	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020620	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020621	Rep99	Lactobacillus	Lactobacillus crispatus	animal	yes	5	5	4
LABG_020622	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	yes	1	1	1
LABG_020623	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020624	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020625	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020626	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020627	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020628	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020629	MQ	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020630	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020631	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020632	MQ	Weissella	Weissella confusa	animal	no	0	0	0
LABG_020633	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020634	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020635	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020636	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020637	Rep99	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020638	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020639	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020640	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020641	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020642	MQ	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020643	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020644	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020645	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020646	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020647	MQ	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020648	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020649	Rep99	Companilactobacillus	Companilactobacillus farciminis	animal	no	0	0	0
LABG_020650	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020651	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020652	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020653	MQ	Loigolactobacillus	Loigolactobacillus coryniformis	animal	no	0	0	0
LABG_020654	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020655	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	4	4	2
LABG_020656	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020657	MQ	Limosilactobacillus	Limosilactobacillus sp946487795	animal	no	0	0	0
LABG_020658	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020659	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020660	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020661	MQ	Limosilactobacillus	Limosilactobacillus intestinavium	animal	no	0	0	0
LABG_020662	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020663	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020664	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020665	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020666	MQ	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020667	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020668	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_020669	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020670	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020671	MQ	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020672	MQ	Lactobacillus	Lactobacillus sp027681045	animal	yes	1	1	1
LABG_020673	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020674	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020675	Rep99	Limosilactobacillus	Limosilactobacillus alvi	animal	no	0	0	0
LABG_020676	MQ	Ligilactobacillus	Ligilactobacillus sp900765635	animal	no	0	0	0
LABG_020677	MQ	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020678	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020679	Rep99	Companilactobacillus	Companilactobacillus farciminis	animal	yes	1	1	1
LABG_020680	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020681	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020682	Rep99	Limosilactobacillus	Limosilactobacillus excrementigallinarum	animal	no	0	0	0
LABG_020683	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020684	MQ	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020685	Rep99	Ligilactobacillus	Ligilactobacillus excrementavium	animal	no	0	0	0
LABG_020686	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020687	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020688	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020689	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020690	MQ	Limosilactobacillus	Limosilactobacillus excrementigallinarum	animal	no	0	0	0
LABG_020691	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020692	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020693	MQ	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020694	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020695	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020696	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020697	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020698	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	2	2	2
LABG_020699	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020700	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020701	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	yes	3	3	2
LABG_020702	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020703	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020704	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020705	MQ	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020706	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020707	MQ	Levilactobacillus	Levilactobacillus brevis_B	animal	no	0	0	0
LABG_020708	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_B	animal	no	0	0	0
LABG_020709	Rep99	Companilactobacillus	Companilactobacillus nantensis	animal	no	0	0	0
LABG_020710	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020711	Rep99	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020712	MQ	Limosilactobacillus	Limosilactobacillus timonensis	animal	no	0	0	0
LABG_020713	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020714	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020715	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020716	MQ	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020717	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal	no	0	0	0
LABG_020718	Rep99	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020719	MQ	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020720	Rep99	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020721	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020722	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020723	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020724	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020725	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020726	Rep99	Lactobacillus	Lactobacillus gallinarum	animal	no	0	0	0
LABG_020727	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020728	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020729	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020730	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	2	2	2
LABG_020731	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020732	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020733	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020734	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020735	Rep99	Lapidilactobacillus	Lapidilactobacillus dextrinicus	animal	no	0	0	0
LABG_020736	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020737	MQ	Limosilactobacillus	Limosilactobacillus merdipullorum	animal	no	0	0	0
LABG_020738	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020739	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020740	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020741	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020742	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020743	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020744	Rep99	Lactobacillus	Lactobacillus sp027681045	animal	no	0	0	0
LABG_020745	MQ	Limosilactobacillus	Limosilactobacillus excrementigallinarum	animal	no	0	0	0
LABG_020746	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal	no	0	0	0
LABG_020747	MQ	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020748	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	2	2	2
LABG_020749	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020750	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020751	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020752	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_020753	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	yes	1	1	1
LABG_020754	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020755	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020756	MQ	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020757	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	5	5	3
LABG_020758	Rep99	Lactobacillus	Lactobacillus sp946579245	animal	yes	8	8	5
LABG_020759	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020760	MQ	Weissella	Weissella cibaria	animal	no	0	0	0
LABG_020761	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020762	MQ	Limosilactobacillus	Limosilactobacillus faecipullorum	animal	no	0	0	0
LABG_020763	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020764	Rep99	Limosilactobacillus		animal	no	0	0	0
LABG_020765	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	yes	1	1	1
LABG_020766	Rep99	Lactobacillus	Lactobacillus gallinarum	animal	no	0	0	0
LABG_020767	MQ	Ligilactobacillus		animal	yes	2	2	2
LABG_020768	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020769	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020770	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020771	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020772	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	no	0	0	0
LABG_020773	Rep99	Ligilactobacillus	Ligilactobacillus murinus	animal	no	0	0	0
LABG_020774	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020775	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020776	Rep99	Lactobacillus		animal	no	0	0	0
LABG_020777	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020778	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020779	MQ	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	animal	no	0	0	0
LABG_020780	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020781	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020782	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020783	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020784	MQ	Limosilactobacillus	Limosilactobacillus pontis_A	animal	no	0	0	0
LABG_020785	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020786	Rep99	Weissella	Weissella thailandensis	animal	yes	1	1	1
LABG_020787	MQ	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020788	Rep99	Limosilactobacillus	Limosilactobacillus sp946487795	animal	no	0	0	0
LABG_020789	Rep99	Lactobacillus	Lactobacillus gallinarum	animal	no	0	0	0
LABG_020790	MQ	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020791	Rep99	Ligilactobacillus	Ligilactobacillus saerimneri	animal	no	0	0	0
LABG_020792	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020793	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020794	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020795	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020796	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020797	MQ	Levilactobacillus	Levilactobacillus brevis	animal	no	0	0	0
LABG_020798	MQ	Limosilactobacillus	Limosilactobacillus alvi	animal	no	0	0	0
LABG_020799	MQ	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020800	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020801	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020802	MQ	Limosilactobacillus	Limosilactobacillus faecipullorum	animal	no	0	0	0
LABG_020803	MQ	Lactobacillus	Lactobacillus crispatus	animal	yes	2	2	2
LABG_020804	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020805	MQ	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020806	MQ	Limosilactobacillus	Limosilactobacillus sp944327195	animal	no	0	0	0
LABG_020807	Rep99	Limosilactobacillus	Limosilactobacillus oris_A	animal	no	0	0	0
LABG_020808	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020809	MQ	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020810	Rep99	Ligilactobacillus	Ligilactobacillus hohenheimensis	animal	no	0	0	0
LABG_020811	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020812	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020813	MQ	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020814	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020815	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020816	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020817	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020818	MQ	Companilactobacillus	Companilactobacillus farciminis	animal	no	0	0	0
LABG_020819	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	yes	1	1	1
LABG_020820	MQ	Lactobacillus	Lactobacillus johnsonii	animal	yes	1	1	1
LABG_020821	MQ	Lactobacillus	Lactobacillus crispatus	animal	no	0	0	0
LABG_020822	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	yes	1	1	1
LABG_020823	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020824	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020825	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020826	MQ	Limosilactobacillus	Limosilactobacillus intestinavium	animal	no	0	0	0
LABG_020827	MQ	Ligilactobacillus	Ligilactobacillus faecavium	animal	no	0	0	0
LABG_020828	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020829	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020830	MQ	Lactobacillus	Lactobacillus johnsonii	animal	yes	1	1	1
LABG_020831	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020832	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_020833	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020834	Rep99	Limosilactobacillus	Limosilactobacillus ingluviei	animal	no	0	0	0
LABG_020835	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal	no	0	0	0
LABG_020836	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020837	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020838	MQ	Limosilactobacillus	Limosilactobacillus faecipullorum	animal	no	0	0	0
LABG_020839	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020840	Rep99	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020841	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020842	MQ	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020843	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020844	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020845	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020846	MQ	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020847	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_C	animal	no	0	0	0
LABG_020848	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	yes	1	1	1
LABG_020849	MQ	Levilactobacillus	Levilactobacillus faecigallinarum	animal	no	0	0	0
LABG_020850	Rep99	Lactobacillus	Lactobacillus johnsonii	animal	no	0	0	0
LABG_020851	Rep99	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020852	MQ	Limosilactobacillus	Limosilactobacillus intestinipullorum	animal	no	0	0	0
LABG_020853	MQ	Weissella	Weissella paramesenteroides	animal	no	0	0	0
LABG_020854	MQ	Limosilactobacillus	Limosilactobacillus galli	animal	no	0	0	0
LABG_020855	MQ	Limosilactobacillus	Limosilactobacillus reuteri_E	animal	no	0	0	0
LABG_020856	MQ	Lactobacillus	Lactobacillus gallinarum	animal	no	0	0	0
LABG_020857	Rep99	Ligilactobacillus	Ligilactobacillus aviarius	animal	yes	3	3	3
LABG_020858	MQ	Limosilactobacillus	Limosilactobacillus timonensis	animal	no	0	0	0
LABG_020859	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020860	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020861	MQ	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_020862	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	animal	no	0	0	0
LABG_020863	MQ	Ligilactobacillus	Ligilactobacillus salivarius	animal	no	0	0	0
LABG_020864	Rep99	Ligilactobacillus	Ligilactobacillus aviarius_B	animal	no	0	0	0
