ARG_hit_id	genome_id	genome_set	ARG_gene	ARG_class	best_hit_MGE_id	best_hit_MGE_category	best_hit
ARGH_002900	LABG_020913	Rep99	vatE	MLS			no
ARGH_002901	LABG_020916	Rep99	lnuC	MLS			no
ARGH_002902	LABG_020919	Rep99	APH(3')-Ia	aminoglycoside	2225_tnpA_JQ269335.1	IS_or_transposase	yes
ARGH_002903	LABG_020919	Rep99	tet(B)	tetracycline			no
ARGH_002904	LABG_020919	Rep99	tetR	tetracycline			no
ARGH_002905	LABG_020919	Rep99	ugd	peptide			no
ARGH_002906	LABG_020926	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002907	LABG_020927	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2233_tnpA_KP698941.1	IS_or_transposase	yes
ARGH_002908	LABG_020927	Rep99	ErmT	MLS			no
ARGH_002909	LABG_020927	Rep99	vatH	MLS			no
ARGH_002910	LABG_020927	Rep99	vgaD	MLS			no
ARGH_002911	LABG_020930	Rep99	lnuB	MLS			no
ARGH_002912	LABG_020930	Rep99	lsaE	multidrug			no
ARGH_002913	LABG_020938	MQ	fexA	phenicol			no
ARGH_002914	LABG_020947	MQ	ErmB	MLS			no
ARGH_002915	LABG_020948	Rep99	lnuC	MLS			no
ARGH_002916	LABG_020949	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_002917	LABG_020952	Rep99	vatE	MLS			no
ARGH_002918	LABG_020963	Rep99	lnuC	MLS			no
ARGH_002919	LABG_020975	Rep99	Limosilactobacillus reuteri cat-TC	phenicol			no
ARGH_002920	LABG_020978	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002921	LABG_020981	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_002922	LABG_020981	Rep99	Erm(52)	MLS			no
ARGH_002923	LABG_020981	Rep99	ErmB	MLS			no
ARGH_002924	LABG_020981	Rep99	ErmC	MLS			no
ARGH_002925	LABG_020981	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002926	LABG_020981	Rep99	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_002927	LABG_020981	Rep99	tet(M)	tetracycline			no
ARGH_002928	LABG_020986	Rep99	dfrG	trimethoprim			no
ARGH_002929	LABG_020986	Rep99	vatE	MLS			no
ARGH_002930	LABG_020998	Rep99	catA8	phenicol			no
ARGH_002931	LABG_020998	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002932	LABG_020998	Rep99	tet(L)	tetracycline			no
ARGH_002933	LABG_020998	Rep99	tet(M)	tetracycline			no
ARGH_002934	LABG_020998	Rep99	vatE	MLS			no
ARGH_002935	LABG_021002	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_002936	LABG_021014	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_002937	LABG_021014	MQ	qacL	disinfecting agents and antiseptics	508_tnpA_KU341381.1	IS_or_transposase	yes
ARGH_002938	LABG_021014	MQ	sul3	sulfonamide	508_tnpA_KU341381.1	IS_or_transposase	yes
ARGH_002939	LABG_021062	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_002940	LABG_021062	Rep99	catA8	phenicol			no
ARGH_002941	LABG_021062	Rep99	dfrG	trimethoprim			no
ARGH_002942	LABG_021062	Rep99	ErmB	MLS			no
ARGH_002943	LABG_021062	Rep99	ErmT	MLS			no
ARGH_002944	LABG_021062	Rep99	lnuA	MLS			no
ARGH_002945	LABG_021062	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002946	LABG_021062	Rep99	tet(M)	tetracycline			no
ARGH_002947	LABG_021062	Rep99	vatE	MLS			no
ARGH_002948	LABG_021062	Rep99	vatE	MLS			no
ARGH_002949	LABG_021063	Rep99	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2473_tnpA_KM083808.1	IS_or_transposase	yes
ARGH_002950	LABG_021063	Rep99	catA8	phenicol			no
ARGH_002951	LABG_021063	Rep99	ErmC	MLS			no
ARGH_002952	LABG_021063	Rep99	fexA	phenicol			no
ARGH_002953	LABG_021063	Rep99	fexB	phenicol			no
ARGH_002954	LABG_021063	Rep99	lnuA	MLS			no
ARGH_002955	LABG_021063	Rep99	tet(L)	tetracycline			no
ARGH_002956	LABG_021063	Rep99	tet(M)	tetracycline			no
ARGH_002957	LABG_021064	Rep99	lnuA	MLS			no
ARGH_002958	LABG_021067	Rep99	Campylobacter coli chloramphenicol acetyltransferase	phenicol			no
ARGH_002959	LABG_021067	Rep99	FosXCC	fosfomycin			no
ARGH_002960	LABG_021070	MQ	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_002961	LABG_021070	MQ	tet(L)	tetracycline			no
ARGH_002962	LABG_021070	MQ	vatE	MLS			no
ARGH_002963	LABG_021097	MQ	dfrG	trimethoprim			no
ARGH_002964	LABG_021100	Rep99	lnuC	MLS			no
ARGH_002965	LABG_021113	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002966	LABG_021135	Rep99	cfrA	multidrug			no
ARGH_002967	LABG_021135	Rep99	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_002968	LABG_021158	Rep99	vatH	MLS			no
ARGH_002969	LABG_021158	Rep99	vgaD	MLS			no
ARGH_002970	LABG_021167	Rep99	tet(L)	tetracycline			no
ARGH_002971	LABG_021167	Rep99	tet(M)	tetracycline			no
ARGH_002972	LABG_021167	Rep99	vatE	MLS			no
ARGH_002973	LABG_021171	MQ	tet(L)	tetracycline			no
ARGH_002974	LABG_021171	MQ	tet(M)	tetracycline			no
ARGH_002975	LABG_021189	MQ	ErmT	MLS			no
ARGH_002976	LABG_021189	MQ	tet(O/W)	tetracycline			no
ARGH_002977	LABG_021195	Rep99	lnuB	MLS			no
ARGH_002978	LABG_021195	Rep99	lsaE	multidrug			no
ARGH_002979	LABG_021195	Rep99	qacG	disinfecting agents and antiseptics	116_rep21_14_rep(pKH21)_EU350088.1	plasmid_related	yes
ARGH_002980	LABG_021218	Rep99	tet(L)	tetracycline			no
ARGH_002981	LABG_021218	Rep99	tet(M)	tetracycline			no
ARGH_002982	LABG_021222	MQ	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_002983	LABG_021237	MQ	ErmT	MLS			no
ARGH_002984	LABG_021237	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002985	LABG_021237	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002986	LABG_021241	Rep99	ANT(6)-Ib	aminoglycoside			no
ARGH_002987	LABG_021241	Rep99	tet(44)	tetracycline			no
ARGH_002988	LABG_021243	Rep99	ErmT	MLS			no
ARGH_002989	LABG_021243	Rep99	lnuB	MLS			no
ARGH_002990	LABG_021243	Rep99	lsaE	multidrug			no
ARGH_002991	LABG_021244	Rep99	ErmC	MLS			no
ARGH_002992	LABG_021249	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2233_tnpA_KP698941.1	IS_or_transposase	yes
ARGH_002993	LABG_021249	MQ	aadA	aminoglycoside	360_tniA_LC155906.1	transposon	yes
ARGH_002994	LABG_021249	MQ	dfrA1	trimethoprim	285_tniA_HQ662557.1	transposon	yes
ARGH_002995	LABG_021249	MQ	qacEdelta1	disinfecting agents and antiseptics	360_tniA_LC155906.1	transposon	yes
ARGH_002996	LABG_021249	MQ	sul1	sulfonamide	360_tniA_LC155906.1	transposon	yes
ARGH_002997	LABG_021249	MQ	tet(40)	tetracycline			no
ARGH_002998	LABG_021252	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_002999	LABG_021267	Rep99	Limosilactobacillus reuteri cat-TC	phenicol			no
ARGH_003000	LABG_021371	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_003001	LABG_021377	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_003002	LABG_021388	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_003003	LABG_021390	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_003004	LABG_021458	MQ	tet(X6)	tetracycline			no
ARGH_003005	LABG_021467	MQ	tet(X6)	tetracycline			no
ARGH_003006	LABG_021756	MQ	lnuA	MLS			no
ARGH_003007	LABG_021756	MQ	qacJ	disinfecting agents and antiseptics	104_rep21_2_rep(pNVH01)_AJ512814.1	plasmid_related	yes
ARGH_003008	LABG_021756	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003009	LABG_021833	MQ	adeS	tetracycline			no
ARGH_003010	LABG_022056	MQ	lnuG	MLS	2689_tnpA_KX470419.1	IS_or_transposase	yes
ARGH_003011	LABG_022056	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003012	LABG_022058	MQ	tet(W)	tetracycline			no
ARGH_003013	LABG_022072	MQ	lnuA	MLS			no
ARGH_003014	LABG_022072	MQ	tet(W)	tetracycline			no
ARGH_003015	LABG_022099	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_003016	LABG_022099	MQ	dfrG	trimethoprim			no
ARGH_003017	LABG_022099	MQ	lnuB	MLS			no
ARGH_003018	LABG_022099	MQ	lsaE	multidrug			no
ARGH_003019	LABG_022106	MQ	lnuA	MLS			no
ARGH_003020	LABG_022122	Rep99	tet(W)	tetracycline			no
ARGH_003021	LABG_022140	MQ	lnuA	MLS			no
ARGH_003022	LABG_022146	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_003023	LABG_022146	MQ	lnuB	MLS			no
ARGH_003024	LABG_022146	MQ	lsaE	multidrug			no
ARGH_003025	LABG_022146	MQ	tet(L)	tetracycline			no
ARGH_003026	LABG_022154	MQ	lnuC	MLS			no
ARGH_003027	LABG_022168	MQ	lnuC	MLS			no
ARGH_003028	LABG_022174	Rep99	cfr(B)	multidrug			no
ARGH_003029	LABG_022186	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003030	LABG_022186	MQ	vanA	glycopeptide			no
ARGH_003031	LABG_022186	MQ	vanH gene in vanA cluster	glycopeptide			no
ARGH_003032	LABG_022186	MQ	vanX gene in vanA cluster	glycopeptide			no
ARGH_003033	LABG_022186	MQ	vanY gene in vanA cluster	glycopeptide			no
ARGH_003034	LABG_022197	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_003035	LABG_022219	MQ	tet(L)	tetracycline			no
ARGH_003036	LABG_022227	MQ	tet(C)	tetracycline			no
ARGH_003037	LABG_022228	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003038	LABG_022242	Rep99	ErmB	MLS			no
ARGH_003039	LABG_022242	Rep99	tet(W)	tetracycline			no
ARGH_003040	LABG_022252	MQ	lnuA	MLS			no
ARGH_003041	LABG_022252	MQ	tet(W)	tetracycline			no
ARGH_003042	LABG_022283	MQ	tet(L)	tetracycline			no
ARGH_003043	LABG_022283	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003044	LABG_022283	MQ	vatE	MLS			no
ARGH_003045	LABG_022299	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003046	LABG_022320	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003047	LABG_022322	MQ	lnuA	MLS			no
ARGH_003048	LABG_022322	MQ	tet(W)	tetracycline			no
ARGH_003049	LABG_022331	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_003050	LABG_022331	MQ	ErmA	MLS			no
ARGH_003051	LABG_022337	MQ	lnuC	MLS			no
ARGH_003052	LABG_022360	MQ	ErmA	MLS			no
ARGH_003053	LABG_022360	MQ	lnuA	MLS			no
ARGH_003054	LABG_022360	MQ	tet(W)	tetracycline			no
ARGH_003055	LABG_022360	MQ	vatE	MLS			no
ARGH_003056	LABG_022365	MQ	tet(32)	tetracycline			no
ARGH_003057	LABG_022367	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_003058	LABG_022367	MQ	ErmA	MLS			no
ARGH_003059	LABG_022378	MQ	ErmB	MLS			no
ARGH_003060	LABG_022381	MQ	dfrF	trimethoprim			no
ARGH_003061	LABG_022387	MQ	vatE	MLS			no
ARGH_003062	LABG_022389	MQ	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_003063	LABG_022389	MQ	ErmA	MLS	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_003064	LABG_022399	MQ	tet(L)	tetracycline			no
ARGH_003065	LABG_022399	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003066	LABG_022400	MQ	tet(W)	tetracycline			no
ARGH_003067	LABG_022423	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_003068	LABG_022423	MQ	tet(M)	tetracycline			no
ARGH_003069	LABG_022434	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003070	LABG_022455	MQ	tet(L)	tetracycline			no
ARGH_003071	LABG_022455	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003072	LABG_022468	MQ	dfrF	trimethoprim			no
ARGH_003073	LABG_022475	MQ	ErmA	MLS			no
ARGH_003074	LABG_022475	MQ	tet(W)	tetracycline			no
ARGH_003075	LABG_022481	MQ	APH(2'')-If	aminoglycoside			no
ARGH_003076	LABG_022489	MQ	dfrC	trimethoprim			no
ARGH_003077	LABG_022495	MQ	tet(L)	tetracycline			no
ARGH_003078	LABG_022503	MQ	tet(M)	tetracycline	1999_Tn916-orf13_KC414929	Tn916	yes
ARGH_003079	LABG_022557	MQ	lnuA	MLS			no
ARGH_003080	LABG_022557	MQ	tet(C)	tetracycline			no
ARGH_003081	LABG_022557	MQ	tet(W)	tetracycline			no
ARGH_003082	LABG_022580	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_003083	LABG_022632	MQ	tet(L)	tetracycline			no
ARGH_003084	LABG_022632	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003085	LABG_022637	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003086	LABG_022642	MQ	vatE	MLS			no
ARGH_003087	LABG_022643	MQ	tet(L)	tetracycline			no
ARGH_003088	LABG_022643	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003089	LABG_022658	MQ	ErmB	MLS			no
ARGH_003090	LABG_022659	MQ	tet(L)	tetracycline			no
ARGH_003091	LABG_022678	MQ	tet(L)	tetracycline			no
ARGH_003092	LABG_022678	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003093	LABG_022684	MQ	dfrF	trimethoprim			no
ARGH_003094	LABG_022694	MQ	tet(L)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003095	LABG_022694	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003096	LABG_022699	MQ	tet(W)	tetracycline			no
ARGH_003097	LABG_022746	Rep99	dfrF	trimethoprim			no
ARGH_003098	LABG_022746	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003099	LABG_022753	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003100	LABG_022765	MQ	vatE	MLS			no
ARGH_003101	LABG_022793	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_003102	LABG_022811	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003103	LABG_022815	MQ	dfrG	trimethoprim			no
ARGH_003104	LABG_022816	MQ	tet(W)	tetracycline			no
ARGH_003105	LABG_022839	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003106	LABG_022842	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_003107	LABG_022854	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003108	LABG_022901	MQ	tet(L)	tetracycline			no
ARGH_003109	LABG_022901	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003110	LABG_022950	MQ	tet(L)	tetracycline	2640_Tn916-orf14_KC414929	Tn916	yes
ARGH_003111	LABG_022950	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003112	LABG_022984	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003113	LABG_023003	MQ	ErmT	MLS			no
ARGH_003114	LABG_023003	MQ	lnuA	MLS			no
ARGH_003115	LABG_023028	MQ	lnuC	MLS			no
ARGH_003116	LABG_023051	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_003117	LABG_023051	MQ	ErmG	MLS			no
ARGH_003118	LABG_023059	MQ	tet(M)	tetracycline			no
ARGH_003119	LABG_023065	MQ	ErmB	MLS			no
ARGH_003120	LABG_023065	MQ	evgA	multidrug			no
ARGH_003121	LABG_023081	MQ	ErmC	MLS	52_rep10_3_ORF(pNE131)_NC001390	plasmid_related	yes
ARGH_003122	LABG_023094	MQ	ErmC	MLS	52_rep10_3_ORF(pNE131)_NC001390	plasmid_related	yes
ARGH_003123	LABG_023106	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003124	LABG_023117	MQ	tet(W)	tetracycline			no
ARGH_003125	LABG_023119	MQ	ErmT	MLS			no
ARGH_003126	LABG_023119	MQ	lnuA	MLS			no
ARGH_003127	LABG_023125	MQ	vanA	glycopeptide			no
ARGH_003128	LABG_023125	MQ	vanX gene in vanA cluster	glycopeptide			no
ARGH_003129	LABG_023181	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_003130	LABG_023207	MQ	vanY gene in vanA cluster	glycopeptide			no
ARGH_003131	LABG_023215	MQ	ErmB	MLS			no
ARGH_003132	LABG_023221	MQ	dfrA27	trimethoprim			no
ARGH_003133	LABG_023230	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003134	LABG_023240	MQ	aad(6)	aminoglycoside			no
ARGH_003135	LABG_023240	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_003136	LABG_023240	MQ	SAT-4	aminoglycoside			no
ARGH_003137	LABG_023245	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003138	LABG_023273	MQ	tet(W)	tetracycline			no
ARGH_003139	LABG_023298	MQ	ErmB	MLS	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_003140	LABG_023320	MQ	tet(L)	tetracycline			no
ARGH_003141	LABG_023320	MQ	tet(M)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_003142	LABG_024243	Rep99	lnuA	MLS			no
ARGH_003143	LABG_024264	MQ	ErmB	MLS			no
ARGH_003144	LABG_024264	MQ	tet(W)	tetracycline			no
ARGH_003145	LABG_024265	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003146	LABG_024267	MQ	ErmT	MLS			no
ARGH_003147	LABG_024267	MQ	lnuA	MLS			no
ARGH_003148	LABG_024271	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_003149	LABG_024271	MQ	dfrG	trimethoprim			no
ARGH_003150	LABG_024271	MQ	lnuB	MLS			no
ARGH_003151	LABG_024271	MQ	lsaE	multidrug			no
ARGH_003152	LABG_024283	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_003153	LABG_024283	MQ	ErmG	MLS			no
ARGH_003154	LABG_024284	MQ	dfrF	trimethoprim			no
ARGH_003155	LABG_024296	MQ	cfr(B)	multidrug			no
ARGH_003156	LABG_024304	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_003157	LABG_024309	MQ	ErmB	MLS	6_rep1_6_repE(pTEF1)_AE016833	plasmid_related	yes
ARGH_003158	LABG_024315	MQ	tet(W)	tetracycline			no
ARGH_003159	LABG_024316	MQ	tet(W)	tetracycline			no
ARGH_003160	LABG_024317	MQ	tet(W)	tetracycline			no
ARGH_003161	LABG_024318	MQ	tet(W)	tetracycline			no
ARGH_003162	LABG_024319	MQ	ErmB	MLS			no
ARGH_003163	LABG_024321	MQ	tet(W)	tetracycline			no
ARGH_003164	LABG_024322	MQ	tet(W)	tetracycline			no
ARGH_003165	LABG_024327	MQ	lnuC	MLS			no
ARGH_003166	LABG_024327	MQ	tet(M)	tetracycline	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_003167	LABG_024328	MQ	tet(M)	tetracycline	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_003168	LABG_024330	MQ	tet(W)	tetracycline			no
ARGH_003169	LABG_024331	MQ	lnuC	MLS			no
ARGH_003170	LABG_024331	MQ	tet(M)	tetracycline	1535_Tn916-orf20_KC414929	Tn916	yes
ARGH_003171	LABG_024332	MQ	tet(W)	tetracycline			no
ARGH_003172	LABG_024342	Rep99	lnuC	MLS			no
ARGH_003173	LABG_024345	Rep99	ErmB	MLS			no
ARGH_003174	LABG_024346	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003175	LABG_024366	MQ	tet(W)	tetracycline			no
ARGH_003176	LABG_024465	Rep99	dfrG	trimethoprim			no
ARGH_003177	LABG_024466	MQ	dfrG	trimethoprim			no
ARGH_003178	LABG_024467	MQ	dfrG	trimethoprim			no
ARGH_003179	LABG_024638	MQ	lnuC	MLS			no
ARGH_003180	LABG_024713	MQ	vatE	MLS			no
ARGH_003181	LABG_024737	MQ	evgA	multidrug			no
ARGH_003182	LABG_024781	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_003183	LABG_024795	MQ	CfxA6	beta-lactam			no
ARGH_003184	LABG_024796	MQ	CfxA6	beta-lactam			no
ARGH_003185	LABG_024797	Rep99	tet(O)	tetracycline			no
ARGH_003186	LABG_024798	MQ	CfxA6	beta-lactam			no
ARGH_003187	LABG_024799	Rep99	catA8	phenicol			no
ARGH_003188	LABG_024799	Rep99	catP	phenicol			no
ARGH_003189	LABG_024799	Rep99	Erm(52)	MLS			no
ARGH_003190	LABG_024799	Rep99	fexB	phenicol			no
ARGH_003191	LABG_024799	Rep99	mef(B)	MLS	508_tnpA_KU341381.1	IS_or_transposase	yes
ARGH_003192	LABG_024799	Rep99	poxtA	multidrug			no
ARGH_003193	LABG_024799	Rep99	qacL	disinfecting agents and antiseptics	508_tnpA_KU341381.1	IS_or_transposase	yes
ARGH_003194	LABG_024799	Rep99	sul3	sulfonamide	508_tnpA_KU341381.1	IS_or_transposase	yes
ARGH_003195	LABG_024799	Rep99	tet(L)	tetracycline			no
ARGH_003196	LABG_024799	Rep99	tet(O)	tetracycline			no
ARGH_003197	LABG_024799	Rep99	vatE	MLS			no
ARGH_003198	LABG_024800	MQ	catA8	phenicol			no
ARGH_003199	LABG_024800	MQ	tet(L)	tetracycline			no
ARGH_003200	LABG_024800	MQ	vatE	MLS			no
ARGH_003201	LABG_024801	MQ	catA8	phenicol			no
ARGH_003202	LABG_024801	MQ	fexA	phenicol			no
ARGH_003203	LABG_024801	MQ	tet(W)	tetracycline			no
ARGH_003204	LABG_024802	MQ	catA8	phenicol			no
ARGH_003205	LABG_024802	MQ	CTX-M-65	beta-lactam			no
ARGH_003206	LABG_024802	MQ	Erm(52)	MLS			no
ARGH_003207	LABG_024802	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_003208	LABG_024802	MQ	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_003209	LABG_024802	MQ	tet(L)	tetracycline			no
ARGH_003210	LABG_024802	MQ	ugd	peptide			no
ARGH_003211	LABG_024803	MQ	APH(2'')-If	aminoglycoside			no
ARGH_003212	LABG_024803	MQ	catA8	phenicol			no
ARGH_003213	LABG_024803	MQ	Erm(52)	MLS			no
ARGH_003214	LABG_024803	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_003215	LABG_024803	MQ	FosXCC	fosfomycin			no
ARGH_003216	LABG_024803	MQ	tet(L)	tetracycline			no
ARGH_003217	LABG_024805	MQ	catA8	phenicol			no
ARGH_003218	LABG_024805	MQ	fexB	phenicol			no
ARGH_003219	LABG_024805	MQ	lnuB	MLS			no
ARGH_003220	LABG_024805	MQ	lsaE	multidrug			no
ARGH_003221	LABG_024806	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_003222	LABG_024806	MQ	catA8	phenicol			no
ARGH_003223	LABG_024808	MQ	catA8	phenicol			no
ARGH_003224	LABG_024808	MQ	fexB	phenicol			no
ARGH_003225	LABG_024809	MQ	ErmT	MLS			no
ARGH_003226	LABG_024809	MQ	fexB	phenicol			no
ARGH_003227	LABG_024809	MQ	tet(L)	tetracycline			no
ARGH_003228	LABG_024810	MQ	catA8	phenicol			no
ARGH_003229	LABG_024811	MQ	Escherichia coli emrE	MLS			no
ARGH_003230	LABG_024812	MQ	ErmG	MLS			no
ARGH_003231	LABG_024812	MQ	ErmT	MLS			no
ARGH_003232	LABG_024813	MQ	Erm(52)	MLS			no
ARGH_003233	LABG_024813	MQ	ErmB	MLS			no
ARGH_003234	LABG_024813	MQ	ErmG	MLS			no
ARGH_003235	LABG_024813	MQ	ErmT	MLS			no
ARGH_003236	LABG_024813	MQ	vatE	MLS			no
ARGH_003237	LABG_024814	MQ	ErmT	MLS			no
ARGH_003238	LABG_024814	MQ	Escherichia coli emrE	MLS			no
ARGH_003239	LABG_024815	MQ	catA8	phenicol			no
ARGH_003240	LABG_024815	MQ	tet(39)	tetracycline			no
ARGH_003241	LABG_024816	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_003242	LABG_024816	MQ	catA8	phenicol			no
ARGH_003243	LABG_024816	MQ	cfrE	multidrug			no
ARGH_003244	LABG_024816	MQ	Erm(52)	MLS			no
ARGH_003245	LABG_024816	MQ	fexB	phenicol			no
ARGH_003246	LABG_024816	MQ	poxtA	multidrug			no
ARGH_003247	LABG_024816	MQ	tet(L)	tetracycline			no
ARGH_003248	LABG_024816	MQ	tet(W)	tetracycline			no
ARGH_003249	LABG_024816	MQ	ugd	peptide			no
ARGH_003250	LABG_024817	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside			no
ARGH_003251	LABG_024817	MQ	APH(2'')-If	aminoglycoside			no
ARGH_003252	LABG_024817	MQ	catA8	phenicol			no
ARGH_003253	LABG_024817	MQ	cfrE	multidrug			no
ARGH_003254	LABG_024817	MQ	Erm(52)	MLS			no
ARGH_003255	LABG_024817	MQ	Escherichia coli emrE	MLS			no
